NIC,gender,age,hypertension,heart_disease,bmi,HbA1c_level,blood_glucose_level,diabetes
198916504617,0,67.0,0,0,25.0,5.0,159,0
726714794V,0,50.0,0,0,24.05,4.8,126,0
760849837V,0,40.0,0,0,28.25,3.5,155,0
200089139553,1,80.0,0,0,23.24,6.2,126,0
200376995939,0,18.0,0,0,27.32,5.8,90,0
200227235617,1,15.0,0,0,21.0,5.0,145,0
763906415V,0,21.0,0,0,24.21,3.5,200,0
955414156V,1,19.0,0,0,29.25,4.0,80,0
198338459008,0,61.0,0,0,27.21,5.0,200,0
776789757V,0,43.0,0,0,23.46,5.0,160,0
199649395199,0,23.0,0,0,20.01,4.5,159,0
882573113V,0,39.0,0,0,34.2,5.8,145,0
938985062V,1,44.0,1,0,37.2,6.6,85,0
198387198168,0,39.0,0,0,26.0,4.0,100,0
200374407675,1,39.0,0,0,27.32,4.8,159,0
959528112V,1,60.0,0,0,23.71,5.0,200,0
935381919V,1,23.0,0,0,27.32,6.6,200,0
198843282846,0,60.0,0,0,27.32,5.0,126,0
959152918V,1,32.0,0,0,27.32,6.1,200,0
945000286V,1,52.0,0,0,41.7,4.0,140,0
700650153V,1,57.0,0,0,27.5,4.5,158,0
198853538935,1,61.0,0,0,26.6,4.5,100,0
744043034V,0,55.0,0,0,39.25,6.0,145,1
763870696V,0,24.0,0,0,19.71,6.2,100,0
746415455V,1,53.0,0,0,29.95,5.0,158,0
198779033559,1,16.0,0,0,29.91,4.0,160,0
782208427V,0,57.0,0,0,32.24,6.1,159,0
745758055V,0,71.0,1,0,22.84,6.6,140,0
199373234476,0,4.0,0,0,17.13,6.0,80,0
718428156V,0,29.0,0,0,27.32,6.5,145,0
200429478492,0,16.0,0,0,21.56,4.5,159,0
199629522428,0,2.0,0,0,16.47,6.2,90,0
200434354906,1,23.0,0,0,19.52,5.0,200,0
905560923V,0,12.0,0,0,19.95,6.6,126,0
774692999V,1,8.0,0,0,17.7,5.8,155,0
892709966V,1,61.0,0,0,41.02,5.7,100,0
198533580630,0,58.0,0,0,27.32,6.2,159,0
801338015V,1,37.0,1,0,27.32,4.8,155,0
996647813V,0,4.0,0,0,13.11,4.5,200,0
198375698019,0,35.0,0,0,57.34,6.2,155,1
199869621128,0,41.0,0,0,22.43,3.5,100,0
198183011252,0,1.24,0,0,14.85,5.7,145,0
198934970140,1,33.0,0,0,27.32,3.5,130,0
200445093945,0,36.0,0,0,27.32,3.5,160,0
200556573959,0,63.0,0,0,27.22,5.7,159,0
198936026956,0,27.0,0,0,27.32,3.5,200,0
199327028336,0,58.0,0,0,27.32,6.1,159,0
200238343611,0,59.0,0,0,22.1,4.5,100,0
894650804V,0,29.0,0,0,21.11,6.1,85,0
199901128520,1,40.0,0,0,30.7,6.0,145,0
961616251V,0,33.0,0,0,36.01,6.2,158,0
200024817199,1,60.0,0,0,27.32,4.8,159,0
200452206361,0,44.0,0,0,20.39,6.0,145,1
774425219V,1,45.0,0,0,37.23,4.8,85,0
198141365997,0,19.0,0,0,26.78,6.6,159,0
199862339527,1,40.0,0,0,45.7,6.0,159,0
199465802249,1,51.0,0,0,24.5,6.0,100,0
199755081826,0,80.0,1,1,26.7,4.5,200,0
199776300738,0,60.0,1,0,50.45,4.5,159,0
198692061000,0,24.0,0,0,53.31,4.5,159,0
198498498107,1,5.0,0,0,14.67,6.2,159,0
882597193V,1,27.0,0,0,27.32,5.7,130,0
199810701178,0,7.0,0,0,15.9,4.8,90,0
198540938026,0,31.0,0,0,38.82,5.0,160,0
199412908500,1,2.0,0,0,27.32,5.8,140,0
992784598V,0,40.0,0,0,20.25,6.5,90,0
198309917691,0,64.0,0,0,46.95,3.5,85,0
199419249796,0,25.0,0,0,24.02,3.5,100,0
198957063611,0,71.0,0,0,27.32,6.5,126,0
968323539V,0,39.0,0,0,30.9,5.0,90,0
200564652314,0,61.0,0,0,36.04,6.0,126,0
913367042V,1,43.0,0,0,29.0,6.6,126,0
200082496636,1,78.0,0,0,29.27,4.5,85,0
897514962V,1,18.0,0,0,23.82,6.1,100,0
198829893230,1,50.0,0,0,26.78,6.6,130,1
199808651336,0,49.0,0,0,45.69,3.5,160,0
733158136V,0,68.0,1,0,67.39,6.1,155,0
198808751914,1,69.0,0,0,28.22,7.0,130,1
799035939V,0,44.0,0,0,26.41,5.0,145,0
798606425V,0,35.0,0,0,42.47,6.0,140,0
199112812645,1,67.0,1,0,33.24,6.1,159,0
198911032508,1,24.0,0,0,40.2,3.5,90,0
200262248706,0,5.0,0,0,18.36,5.0,80,0
804150025V,0,72.0,0,0,36.24,4.8,160,0
198635718691,1,10.0,0,0,17.74,5.0,160,0
813552302V,1,54.0,0,0,21.38,5.7,200,0
198720260832,0,32.0,0,0,25.72,4.8,155,0
199172433064,0,24.0,0,0,27.32,6.2,160,0
198151372306,0,58.0,0,0,20.16,8.2,155,1
198938197647,1,46.0,0,0,23.96,6.2,155,0
198676032387,1,56.0,1,0,54.45,4.0,145,0
199545324068,1,66.0,0,0,32.32,5.8,130,1
949684475V,1,52.0,0,0,24.78,4.5,100,0
765500664V,0,52.0,0,0,24.84,6.6,155,0
841496950V,0,12.0,0,0,19.3,4.0,145,0
971917074V,0,47.0,0,0,41.36,5.7,145,0
747753679V,1,2.0,0,0,27.32,6.1,155,0
200509587322,0,9.0,0,0,13.82,6.6,85,0
199202006256,0,17.0,0,0,21.45,6.2,200,0
198990343072,1,78.0,0,0,27.32,6.0,130,0
943830311V,0,59.0,1,0,47.77,8.2,145,1
820280059V,0,43.0,0,0,27.32,5.8,158,0
199631144461,0,80.0,0,0,20.36,6.0,155,0
199568914661,1,60.0,0,0,50.25,6.0,130,1
865656226V,1,12.0,0,0,20.02,6.0,159,0
200110346511,1,80.0,0,1,27.32,6.0,80,0
824388049V,1,15.0,0,0,32.61,4.5,158,0
820659147V,1,9.0,0,0,27.32,4.8,155,0
200364787129,1,15.0,0,0,16.69,6.5,159,0
198375900920,1,41.0,0,0,32.76,6.2,158,0
864144488V,1,19.0,0,0,26.93,3.5,160,0
915517338V,0,33.0,0,0,24.96,6.1,80,0
199711781075,0,58.0,0,0,44.42,6.1,260,1
938813039V,0,67.0,0,0,23.43,6.5,200,0
901963227V,1,31.0,0,0,27.32,6.1,160,0
949830236V,1,63.0,1,0,35.42,5.8,145,0
849972328V,0,24.0,0,0,36.39,6.1,158,0
199719644501,1,15.0,0,0,20.33,3.5,80,0
772267478V,0,62.0,0,0,27.32,6.2,158,0
964928047V,1,47.0,0,0,27.32,5.0,159,0
199813946274,0,69.0,0,0,27.32,8.2,140,1
200324601321,0,64.0,0,1,27.32,3.5,158,0
198372933956,1,53.0,1,0,23.85,5.8,160,0
864479338V,0,46.0,0,0,27.39,6.6,85,0
199797974561,0,53.0,0,0,26.17,6.5,159,0
801266810V,1,7.0,0,0,16.63,6.2,80,0
706113751V,1,60.0,0,0,25.26,5.7,80,0
199209211135,0,18.0,0,0,18.08,6.6,200,0
901820875V,1,35.0,0,0,34.43,6.0,159,0
199358372130,0,0.64,0,0,16.48,6.0,200,0
198141009667,1,4.0,0,0,27.32,4.8,158,0
199296681908,0,62.0,1,0,25.33,5.7,160,1
198918304503,0,21.0,0,0,27.32,6.6,130,0
200512991712,0,32.0,0,0,20.89,4.8,158,0
198682431300,0,39.0,0,0,31.97,6.2,158,0
822648601V,0,29.0,0,0,30.82,4.8,159,0
199270979157,0,28.0,0,0,27.32,3.5,145,0
199744878562,0,38.0,0,0,27.32,4.8,155,0
198437963641,1,80.0,0,0,27.46,8.2,140,1
198380139459,0,61.0,0,0,29.22,5.7,160,0
200465766626,0,68.0,0,0,27.32,6.0,140,1
200528799721,1,29.0,0,0,27.32,5.7,158,0
922230849V,0,65.0,0,0,23.32,5.7,159,0
198522620100,0,40.0,0,0,27.32,6.1,80,0
759055694V,1,51.0,0,0,30.54,6.5,130,0
858237752V,0,16.0,0,0,33.2,4.8,155,0
199553165067,1,47.0,0,0,27.32,6.1,160,0
199210967874,0,80.0,0,0,27.32,4.8,85,0
199596783445,1,70.0,0,0,34.1,4.5,159,0
871279972V,0,43.0,0,0,24.42,8.8,126,1
198746929759,1,1.48,0,0,21.3,6.2,140,0
804081136V,0,77.0,0,0,31.91,6.5,130,0
200077688035,0,3.0,0,0,27.32,6.0,85,0
198136095487,0,29.0,0,0,24.5,5.8,140,0
198086365010,1,15.0,0,0,22.22,6.2,100,0
841963282V,1,28.0,0,0,35.9,4.8,159,0
200048289580,0,40.0,1,0,40.03,3.5,90,0
198582025882,1,2.0,0,0,15.24,5.7,158,0
962650144V,0,80.0,0,0,27.32,6.1,155,0
999792753V,0,38.0,0,0,34.9,6.1,85,0
198170851713,0,64.0,1,0,25.5,5.8,90,0
200244138491,1,29.0,0,0,27.82,4.8,155,0
792673419V,0,69.0,0,0,27.32,6.5,85,0
719581826V,1,30.0,0,0,22.7,6.5,126,0
711054889V,1,2.0,0,0,18.79,6.6,140,0
842732077V,0,55.0,0,0,24.42,4.5,100,0
720953872V,1,36.0,0,0,27.32,5.7,200,0
200596503648,1,13.0,0,0,16.1,5.8,126,0
200314452161,0,19.0,0,0,17.67,6.1,126,0
200378988457,0,10.0,0,0,27.32,4.8,130,0
199956589844,0,68.0,0,0,27.32,6.1,158,0
857120112V,0,73.0,0,0,26.62,5.0,155,0
199374571647,1,60.0,0,0,27.32,6.2,90,0
738781575V,0,54.0,0,0,24.23,6.0,200,0
198606632573,0,11.0,0,0,19.74,5.7,140,0
198617375397,1,80.0,0,0,28.14,6.1,160,0
884300896V,1,80.0,0,1,30.02,5.0,85,0
959333336V,0,28.0,0,0,17.01,6.0,130,0
200206399865,1,44.0,0,0,27.32,6.6,85,0
198182625568,0,33.0,0,0,20.0,6.5,80,0
774044896V,0,43.0,0,0,20.78,6.8,140,1
764533910V,1,57.0,0,0,29.0,4.5,140,0
702864079V,0,19.0,0,0,27.32,4.0,145,0
199334261592,1,58.0,0,0,25.86,6.6,140,0
198461044769,0,45.0,0,0,58.32,5.7,280,1
198023902994,1,53.0,0,0,34.45,5.8,145,0
919519287V,1,5.0,0,0,19.55,6.5,145,0
854490203V,0,80.0,0,1,21.76,5.8,85,0
198998080269,1,19.0,0,0,27.32,6.0,85,0
199371505634,1,67.0,1,0,33.6,6.8,280,1
198798858682,0,57.0,0,0,21.7,3.5,100,0
199137540354,0,52.0,0,0,30.8,6.2,155,0
199474357875,0,44.0,0,0,27.32,5.7,90,0
940132603V,1,21.0,0,0,22.9,5.0,80,0
953545759V,0,24.0,0,0,39.68,4.8,85,0
198456608539,1,48.0,0,0,27.32,6.5,155,1
895207049V,0,38.0,0,0,25.87,6.2,140,0
199550692508,1,2.0,0,0,27.32,6.2,158,0
983803533V,1,75.0,0,1,27.32,4.0,160,0
200560836008,0,67.0,0,0,26.62,5.7,85,0
912696309V,0,28.0,0,0,31.95,4.8,200,0
724633377V,0,54.0,0,1,29.99,6.2,85,0
200121705624,1,31.0,0,0,25.56,6.5,200,0
888590141V,0,63.0,0,0,41.56,3.5,155,0
199739281706,1,46.0,0,0,26.41,6.2,155,0
763709702V,0,80.0,0,1,28.56,4.8,158,0
198665787246,0,45.0,1,0,61.33,5.8,158,0
745786423V,0,40.0,0,0,33.57,6.5,126,0
846419258V,0,48.0,0,0,35.11,6.5,85,0
877237107V,1,41.0,0,0,25.3,6.0,160,0
983545065V,1,77.0,0,0,27.32,3.5,159,0
719890265V,0,33.0,0,0,20.46,6.0,80,0
199067866565,1,53.0,0,0,56.4,6.2,300,1
200440865187,0,17.0,0,0,27.32,6.0,159,0
711369684V,1,35.0,0,0,25.05,6.0,130,0
198469383913,0,18.0,0,0,27.32,4.8,126,0
200279385026,0,1.08,0,0,21.07,6.5,130,0
199221063766,0,52.0,0,0,27.97,5.0,200,0
847456710V,1,9.0,0,0,27.32,5.8,160,0
199793585134,0,42.0,0,0,24.25,6.5,85,0
199154128134,0,6.0,0,0,27.32,4.8,130,0
198938368179,1,51.0,0,0,25.8,4.8,130,0
200567938276,1,42.0,0,0,27.32,6.5,158,0
710567870V,1,65.0,0,0,27.94,5.7,159,1
717213432V,1,49.0,0,0,27.32,6.0,200,0
982672754V,1,14.0,0,0,16.4,4.8,159,0
938313613V,1,61.0,0,0,26.41,6.5,100,0
198317435879,0,40.0,0,0,25.15,4.8,85,0
950217297V,1,54.0,0,0,27.32,6.0,130,0
942499657V,0,33.0,0,0,27.32,3.5,145,0
198181629716,1,40.0,0,0,31.66,4.0,85,0
847904372V,0,50.0,0,0,24.2,6.1,90,0
926316387V,0,31.0,0,0,27.32,6.6,126,0
200271516876,1,27.0,0,0,43.38,6.5,200,0
198105611213,1,54.0,0,0,27.94,6.1,145,0
199354822672,0,47.0,0,0,28.76,6.5,160,0
790056287V,1,4.0,0,0,17.79,5.7,130,0
744912152V,0,80.0,0,0,21.11,4.5,160,0
989149033V,1,27.0,0,0,20.93,5.8,200,0
199255187503,0,13.0,0,0,20.32,6.1,200,0
719791084V,1,64.0,1,0,39.32,6.6,126,1
198121558129,0,58.0,0,0,27.32,5.8,155,0
910399612V,1,10.0,0,0,15.19,5.7,90,0
745779637V,1,57.0,0,0,27.32,6.1,145,0
702003698V,1,34.0,0,0,25.01,6.5,90,0
725015380V,0,36.0,0,0,31.91,4.8,85,0
198857771900,0,31.0,1,0,22.86,6.2,126,0
199593249816,0,78.0,0,1,17.25,6.5,100,0
199020691518,0,69.0,0,0,39.11,6.1,100,0
746874180V,0,51.0,0,0,27.32,5.8,140,0
199568020746,0,1.72,0,0,16.59,3.5,100,0
997034839V,0,46.0,0,0,41.79,5.8,100,0
794355620V,0,35.0,0,0,46.0,8.2,155,1
709653832V,1,27.0,0,0,29.27,3.5,140,0
914346252V,1,80.0,0,0,27.32,6.6,100,0
198885566618,0,59.0,0,0,22.67,5.8,90,0
199875315790,0,1.64,0,0,16.13,6.2,158,0
829834128V,0,48.0,0,0,22.91,5.7,159,0
899833556V,1,5.0,0,0,15.98,6.2,126,0
748203527V,0,70.0,0,0,33.85,6.6,260,1
754063515V,0,56.0,0,0,27.32,6.2,159,0
199994672758,1,16.0,0,0,32.63,5.8,155,0
199415067151,0,24.0,0,0,25.59,6.1,140,0
902724794V,0,46.0,0,0,23.91,4.5,158,0
198332331575,0,11.0,0,0,27.32,4.5,90,0
930114707V,0,60.0,0,0,29.18,5.7,126,0
199954258209,0,29.0,0,0,42.37,3.5,158,0
200123337096,0,56.0,0,0,44.13,9.0,240,1
838536906V,0,80.0,0,0,27.05,4.5,160,0
835658498V,1,61.0,1,0,20.58,8.2,160,1
198955355990,0,63.0,0,0,27.32,5.8,155,0
199634371583,0,9.0,0,0,16.17,6.5,160,0
926927037V,0,76.0,0,0,19.9,6.0,85,0
906647303V,0,23.0,0,0,27.32,4.8,130,0
198789494175,1,38.0,0,0,39.52,6.1,140,0
884752148V,1,67.0,0,0,22.78,6.5,155,0
200308124073,1,42.0,0,0,40.0,6.5,158,0
772597908V,0,70.0,1,0,41.3,4.0,126,0
198725820063,0,52.0,0,0,26.4,6.0,155,0
903112540V,0,36.0,0,0,30.91,4.0,100,0
198496689768,1,52.0,0,0,21.43,4.0,90,0
974897141V,1,50.0,0,0,25.69,6.2,80,0
198975964082,0,71.0,1,0,47.4,6.5,200,1
775258436V,0,80.0,0,0,25.13,6.0,200,0
897466963V,1,26.0,0,0,27.32,4.0,200,0
831343980V,0,45.0,0,0,20.36,3.5,90,0
200455429698,1,80.0,0,0,19.42,6.6,140,0
199312572864,0,19.0,0,0,20.36,6.0,155,0
793126054V,1,33.0,0,0,17.64,4.8,85,0
937610976V,1,19.0,0,0,22.47,6.1,260,1
729104431V,0,1.16,0,0,15.52,6.0,130,0
777237630V,0,48.0,0,0,30.02,4.0,155,0
199602914907,1,80.0,0,0,27.32,5.8,100,0
896190456V,0,24.0,0,0,18.93,6.5,145,0
198016426794,0,38.0,0,0,35.55,4.5,145,0
198520392907,0,79.0,0,0,27.32,4.5,155,0
198838999546,0,23.0,0,0,35.74,6.2,158,0
199456546350,0,12.0,0,0,33.5,6.0,160,0
900232992V,0,16.0,0,0,34.47,3.5,155,0
198921400110,1,23.0,0,0,31.7,4.5,158,0
199488531784,0,65.0,0,0,21.85,4.5,159,0
743176081V,0,49.0,0,0,27.32,5.0,140,0
917438969V,1,20.0,0,0,27.32,5.7,158,0
200494689476,1,56.0,0,0,32.42,5.0,90,0
967060049V,1,2.0,0,0,19.22,4.0,90,0
899725868V,1,29.0,0,0,27.32,6.6,155,0
919281072V,1,13.0,0,0,19.91,6.1,159,0
200030249733,0,72.0,0,0,27.32,4.5,159,0
198219236972,0,80.0,0,0,31.3,6.2,155,1
930878570V,1,55.0,0,0,35.15,3.5,100,0
893175098V,0,58.0,0,0,42.76,4.8,160,0
198670085697,0,17.0,0,0,20.32,5.7,159,0
774008890V,1,19.0,0,0,27.32,4.0,158,0
198047120344,0,9.0,0,0,14.79,4.0,158,0
815060510V,1,45.0,0,0,39.4,4.8,126,0
200087176427,0,68.0,1,0,23.08,6.6,145,0
198820722117,1,44.0,0,0,27.32,4.8,80,0
199364394641,0,24.0,0,0,29.0,4.0,145,0
807567006V,0,52.0,0,0,27.32,4.0,158,0
828431993V,0,80.0,0,0,34.85,3.5,155,0
748239427V,1,39.0,0,0,27.49,6.1,126,0
200132071303,0,25.0,0,0,44.77,3.5,80,0
198019579947,0,44.0,0,0,26.78,6.0,155,0
199419148627,1,11.0,0,0,16.07,6.5,100,0
200085300109,0,80.0,0,0,27.32,4.5,85,0
816938769V,0,25.0,0,0,27.32,5.8,80,0
199282066320,0,43.0,0,0,36.91,5.0,126,0
798439934V,0,58.0,0,0,22.71,4.5,155,0
199340263600,0,51.0,0,0,27.32,3.5,145,0
708911093V,0,35.0,0,0,27.32,6.0,160,0
198962955390,0,37.0,0,0,27.07,5.7,90,0
957208344V,1,30.0,0,0,27.32,5.7,85,0
941090905V,1,80.0,1,1,26.71,6.2,159,0
741431141V,0,21.0,0,0,27.32,6.6,145,0
896532670V,0,15.0,0,0,23.86,5.7,140,0
200214043678,1,44.0,0,0,33.45,6.2,126,0
200510938339,0,80.0,0,0,27.32,4.8,160,0
748042424V,1,32.0,0,0,25.11,4.0,200,0
900014063V,0,33.0,0,0,35.42,6.0,85,0
762681357V,1,28.0,0,0,28.53,4.8,140,0
836569906V,1,29.0,0,0,50.36,3.5,155,0
806335863V,0,80.0,0,0,22.7,6.5,160,0
199246859155,0,37.0,0,0,27.32,6.0,159,0
198719690265,0,22.0,0,0,41.31,5.0,126,0
199672695843,1,46.0,1,0,34.28,4.5,90,0
198411005777,0,35.0,1,0,39.41,6.2,130,0
198368872681,1,66.0,0,0,29.62,4.8,126,0
865993400V,0,22.0,0,0,27.32,3.5,90,0
813874835V,0,52.0,0,0,22.17,4.5,158,0
880006355V,0,56.0,0,0,27.32,4.8,158,0
198802730071,1,3.0,0,0,20.72,5.7,200,0
951960935V,0,58.0,0,1,27.32,6.2,130,0
198248533285,0,80.0,0,1,27.05,5.8,145,1
200382780486,0,3.0,0,0,15.23,6.1,159,0
199956798086,1,46.0,0,0,24.54,6.2,80,0
198618557900,1,7.0,0,0,19.73,6.0,100,0
965433165V,0,15.0,0,0,24.66,4.8,145,0
810344181V,0,21.0,0,0,20.38,4.5,159,0
912257859V,0,17.0,0,0,28.27,6.5,160,0
199135410431,0,24.0,0,0,27.63,5.8,145,0
200307169760,0,69.0,1,0,27.32,6.2,140,0
198620996309,1,48.0,0,1,31.26,6.1,200,0
952008732V,0,21.0,0,0,20.85,5.0,155,0
199642754248,0,64.0,0,0,27.32,5.8,160,0
200137481076,0,39.0,0,0,21.46,6.5,130,0
198540297787,1,59.0,0,0,31.75,6.1,160,0
881440843V,0,26.0,0,0,26.05,6.6,140,0
199166095880,0,60.0,0,0,22.71,5.8,126,0
810758813V,0,28.0,0,0,27.32,5.8,100,0
200574269557,0,49.0,0,0,21.76,6.2,126,0
198554995861,0,26.0,0,0,24.74,4.0,100,0
939952043V,0,37.0,0,0,27.32,6.0,158,0
200454381376,0,37.0,0,0,27.41,6.5,159,0
200190938083,0,56.0,0,0,21.92,6.1,160,0
198623929712,0,67.0,0,0,30.66,5.7,140,0
778067712V,0,52.0,0,0,27.32,6.6,145,0
198055320903,0,53.0,0,0,24.23,3.5,159,0
198297205728,1,31.0,0,0,23.4,5.7,200,0
198736084726,1,30.0,0,0,27.32,5.7,100,0
955487461V,0,63.0,0,0,21.03,4.0,126,0
864190765V,0,11.0,0,0,19.17,3.5,145,0
962623959V,0,53.0,0,0,27.32,3.5,200,0
733757395V,1,37.0,0,0,27.31,6.6,158,0
731663568V,1,58.0,0,0,32.63,6.2,145,0
832004769V,1,47.0,0,0,24.96,4.0,159,0
954927226V,0,29.0,0,0,42.93,5.0,80,0
763269740V,0,74.0,0,0,27.32,6.5,160,0
743286315V,0,59.0,0,0,33.61,5.7,140,0
913430301V,0,49.0,0,0,21.83,5.8,145,0
792536861V,0,37.0,0,0,27.14,4.5,85,0
741956565V,0,50.0,0,0,25.33,5.7,100,0
200026173977,0,24.0,0,0,32.27,6.0,145,0
198568916887,1,29.0,0,0,27.32,5.0,158,0
198851004416,1,26.0,0,0,27.32,6.2,90,0
886714496V,0,74.0,0,0,29.76,6.1,145,0
198971819970,1,76.0,0,0,25.94,4.8,158,0
198119680493,1,75.0,0,1,43.5,7.5,140,1
941879936V,0,56.0,0,0,32.78,6.6,126,0
818812408V,0,12.0,0,0,27.32,6.2,130,0
763647259V,0,29.0,0,0,24.11,5.7,159,0
941393046V,1,60.0,1,0,30.7,6.1,155,0
931460223V,0,13.0,0,0,20.28,6.2,159,0
198477601121,0,70.0,0,0,32.4,6.0,145,0
198581365269,1,73.0,0,0,27.32,6.5,160,0
198629802540,1,75.0,0,0,33.0,3.5,100,0
199818742176,1,22.0,0,0,38.09,5.7,158,0
987153205V,0,62.0,0,0,27.23,6.0,260,1
780684959V,1,52.0,1,0,27.32,9.0,160,1
754615483V,0,41.0,0,0,27.32,6.6,140,0
760277251V,0,72.0,0,0,27.32,5.8,160,1
859540769V,0,49.0,0,0,48.21,6.1,100,0
855421197V,1,53.0,0,0,27.32,6.0,160,0
200344286779,1,55.0,0,0,27.32,5.0,200,0
198027818327,1,12.0,0,0,12.7,6.5,80,0
799086728V,0,80.0,0,0,27.32,3.5,200,0
917389037V,1,41.0,0,0,25.54,4.0,145,0
725348182V,0,1.56,0,0,20.66,6.2,200,0
198020893289,1,58.0,0,0,27.32,3.5,158,0
198560405046,0,66.0,0,0,21.8,6.2,80,0
199109881157,1,57.0,1,0,38.84,7.5,126,1
198031939918,1,19.0,0,0,32.9,4.0,145,0
998334342V,1,38.0,0,0,27.19,6.1,159,0
198690590539,1,48.0,0,0,24.68,6.5,158,0
198502452308,0,30.0,0,0,27.32,4.0,126,0
741841413V,0,0.56,0,0,15.8,5.0,85,0
199843831160,1,28.0,0,0,27.32,6.1,90,0
199293785156,0,80.0,0,0,22.31,5.7,140,1
200368768886,1,51.0,0,0,32.6,5.0,155,0
198764750036,1,45.0,1,0,34.29,6.5,155,0
198341525396,0,18.0,0,0,22.5,5.7,155,0
198171678874,1,44.0,0,0,27.11,4.8,85,0
713057994V,0,80.0,1,0,27.32,4.0,159,0
200118315117,1,33.0,0,0,25.34,4.5,155,0
793231619V,0,51.0,0,0,27.32,6.0,85,0
198770794901,1,36.0,0,0,27.32,4.8,140,0
200542241033,1,15.0,0,0,25.32,5.8,90,0
200211334686,1,29.0,0,0,34.45,4.0,85,0
198530413220,1,80.0,0,1,27.32,6.2,100,0
945821699V,1,46.0,0,0,27.32,4.0,159,0
199495610125,0,68.0,0,0,23.8,6.5,159,0
867363433V,1,0.8,0,0,14.41,3.5,155,0
199471968871,0,80.0,0,0,27.32,3.5,90,0
199585514632,0,70.0,0,1,32.19,8.2,159,1
830864836V,0,65.0,0,0,32.35,5.7,145,0
198509164258,1,12.0,0,0,15.6,4.0,200,0
198708620885,1,68.0,1,0,34.43,6.0,140,0
805789461V,0,11.0,0,0,24.98,4.5,85,0
199762221087,0,43.0,0,0,41.47,4.5,126,0
965949399V,1,32.0,1,0,35.22,4.8,200,0
198865557962,1,33.0,0,0,27.5,6.1,145,0
199078791719,0,48.0,0,0,42.92,4.8,85,0
816873852V,0,11.0,0,0,30.41,4.8,145,0
849447593V,0,74.0,1,1,27.32,6.6,160,0
199428942420,0,22.0,0,0,23.86,4.5,126,0
198704417553,1,54.0,0,0,27.32,5.0,130,0
893182386V,1,1.8,0,0,27.32,5.0,126,0
199197620193,1,65.0,0,0,27.32,5.8,200,0
200103464157,0,80.0,0,0,25.14,6.5,200,0
926565924V,0,26.0,0,0,27.32,3.5,85,0
908046637V,0,40.0,0,0,24.01,5.8,85,0
199539707370,0,37.0,0,0,30.85,4.5,140,0
870823910V,0,76.0,0,0,24.27,6.0,200,0
198942891039,1,41.0,1,0,28.35,5.7,126,0
973824167V,1,45.0,1,0,27.32,6.1,220,1
199211596898,0,14.0,0,0,27.5,5.7,80,0
921975124V,0,70.0,1,0,29.77,6.5,100,0
842466072V,0,40.0,1,0,40.0,4.5,80,0
198139211767,0,8.0,0,0,27.32,6.2,145,0
903401789V,1,55.0,0,1,27.19,6.5,145,0
825219164V,1,67.0,0,1,27.32,6.5,100,0
200341416343,0,21.0,0,0,23.4,6.6,90,0
716772199V,1,56.0,0,0,25.86,6.1,140,0
198365092008,0,65.0,0,0,26.19,9.0,200,1
895314350V,0,15.0,0,0,23.23,4.8,155,0
199211687927,1,15.0,0,0,19.11,5.8,160,1
714908354V,1,12.0,0,0,27.32,6.6,80,0
200138345738,0,75.0,0,0,21.66,4.5,90,0
198356475477,1,55.0,0,0,31.59,5.8,280,1
198194207471,0,40.0,0,0,24.53,6.1,126,0
198539580545,0,19.0,0,0,28.46,5.8,140,0
748840517V,1,37.0,0,0,27.32,5.8,160,0
768283539V,1,46.0,1,0,28.45,5.0,90,0
832126262V,0,74.0,0,1,24.32,7.5,126,1
198128638986,0,14.0,0,0,27.32,4.0,80,0
972023159V,1,47.0,0,0,25.69,6.5,140,0
838201686V,0,60.0,0,0,20.39,4.0,80,0
802848878V,0,11.0,0,0,17.96,6.6,158,0
907525976V,0,6.0,0,0,17.84,4.0,159,0
200367414178,1,51.0,0,0,34.85,6.6,80,0
198652263496,0,12.0,0,0,31.15,6.2,140,0
804657285V,0,53.0,0,0,27.32,6.0,140,0
747520803V,1,47.0,0,0,27.32,5.7,140,0
988949881V,1,17.0,0,0,27.32,6.1,100,0
889625944V,0,75.0,0,0,28.95,4.8,200,0
722253802V,0,55.0,0,0,27.32,6.5,100,0
199774314512,0,41.0,1,0,34.43,4.8,130,0
200235233324,1,60.0,0,0,21.87,4.5,145,0
199698497450,0,23.0,0,0,23.82,5.7,80,0
999001541V,1,61.0,1,1,33.78,4.8,145,0
798689102V,1,26.0,0,0,27.32,5.0,140,0
200230269492,0,40.0,0,0,27.32,6.6,90,0
968279151V,0,7.0,0,0,20.03,6.0,100,0
734208744V,0,12.0,0,0,17.26,4.8,200,0
862844871V,1,12.0,0,0,23.0,6.5,85,0
864415918V,1,7.0,0,0,16.49,5.8,158,0
200060913333,1,0.24,0,0,17.38,3.5,200,0
758138238V,1,8.0,0,0,27.32,4.0,130,0
847703497V,0,22.0,0,0,20.64,5.7,126,0
199185502975,1,36.0,0,0,39.69,6.1,140,0
200374684974,0,18.0,0,0,18.29,3.5,100,0
199611878689,1,58.0,0,1,33.35,8.2,126,1
199327619231,1,45.0,0,0,28.89,3.5,85,0
198045510891,0,72.0,0,0,32.43,5.0,130,0
199046898186,1,39.0,0,0,40.64,6.2,80,0
198677067021,1,16.0,0,0,19.02,5.7,140,0
711970821V,0,27.0,0,0,27.32,5.8,160,0
