NIC,gender,age,hypertension,heart_disease,bmi,HbA1c_level,blood_glucose_level,diabetes
777287790V,0,36.0,0,0,26.64,4.8,158,0
750228300V,0,25.0,0,0,26.22,4.0,130,0
907932864V,0,43.0,0,0,27.32,6.2,160,0
198990148512,0,62.0,0,0,27.32,6.1,159,0
199923808599,0,19.0,0,0,21.17,6.0,158,0
739774561V,0,80.0,0,0,18.78,6.5,140,0
966390158V,0,80.0,1,0,21.48,6.2,90,0
861040257V,0,68.0,0,1,27.35,5.0,130,0
199507145175,1,80.0,1,0,24.29,6.2,145,1
939041651V,0,16.0,0,0,27.32,3.5,158,0
890706316V,0,24.0,0,0,37.69,4.8,159,0
198838266026,1,48.0,0,0,25.97,4.8,200,0
199800019106,0,62.0,0,0,34.3,6.2,100,0
199971733841,1,70.0,0,1,43.17,4.0,130,0
908975622V,0,44.0,0,0,36.19,3.5,130,0
200386145018,0,63.0,0,0,47.73,4.8,130,0
941492799V,1,17.0,0,0,33.65,6.1,130,0
200233810515,1,43.0,0,1,36.95,6.0,100,0
199067881451,0,16.0,0,0,20.27,6.5,145,0
198697709021,0,8.0,0,0,14.39,6.6,90,0
788829624V,0,56.0,0,0,23.53,5.0,130,0
815967406V,1,46.0,0,1,28.48,4.0,200,0
846279111V,0,38.0,0,0,27.32,6.1,130,0
199494485619,0,33.0,0,0,33.71,5.0,130,0
199266674852,0,24.0,0,0,19.72,8.8,260,1
199629054354,0,69.0,0,0,27.32,6.5,160,0
700772190V,1,49.0,1,0,27.32,6.0,126,0
198877113911,1,67.0,1,0,27.2,6.8,240,1
946527133V,1,73.0,0,0,24.4,5.8,159,0
925347220V,1,50.0,0,0,27.32,6.1,159,0
198758282407,0,80.0,0,0,25.62,6.1,80,0
947082021V,0,44.0,0,0,30.22,6.0,200,0
838918028V,1,30.0,0,0,27.32,5.0,145,0
899708578V,1,32.0,0,0,27.32,5.7,80,0
751246893V,0,26.0,0,0,26.45,4.8,140,0
200596431566,0,59.0,0,0,40.14,3.5,155,0
904963504V,0,35.0,0,0,19.78,4.0,158,0
713516565V,1,40.0,1,1,27.45,5.0,80,0
943093899V,0,53.0,0,0,27.32,6.0,145,0
750579202V,1,26.0,0,0,20.67,4.8,200,0
795152864V,0,61.0,0,0,30.36,5.7,158,0
198368759078,0,55.0,0,0,42.95,4.5,126,0
198074619422,1,65.0,0,0,37.55,8.8,159,1
198139250891,0,23.0,0,0,27.32,4.8,155,0
198270632123,1,40.0,0,0,27.32,6.2,126,0
199540390818,1,32.0,0,0,28.15,5.0,85,0
199228128468,0,33.0,0,0,27.32,6.1,130,0
199134954230,0,46.0,0,0,33.73,4.5,80,0
815565344V,0,80.0,0,0,23.08,5.0,85,0
199946910045,0,50.0,0,0,39.3,4.8,100,0
903074910V,0,46.0,0,0,27.63,6.1,140,0
751353162V,1,73.0,0,0,27.32,4.8,80,0
738271848V,0,49.0,0,0,41.24,6.2,80,0
988737068V,0,47.0,0,0,32.47,4.5,90,0
943023380V,0,42.0,0,0,27.32,6.1,90,0
198315819090,0,80.0,0,0,26.79,5.8,90,0
199720131335,0,56.0,0,0,27.32,4.5,130,0
823510646V,1,28.0,0,0,27.32,6.1,158,0
718092586V,0,77.0,0,0,22.58,3.5,90,0
805458193V,1,35.0,0,0,30.19,6.0,85,0
199804020983,0,53.0,0,0,23.86,6.6,130,0
200223313928,1,4.0,0,0,17.39,6.0,160,0
199694784549,1,60.0,0,0,25.45,5.8,90,0
973519761V,0,74.0,1,0,38.61,7.5,260,1
749682511V,1,3.0,0,0,27.32,6.5,100,0
863011543V,0,42.0,0,0,27.32,5.8,159,0
198026076776,1,10.0,0,0,25.82,5.7,85,0
199314308198,1,41.0,0,0,31.89,6.6,80,0
862263886V,0,13.0,0,0,18.4,4.5,145,0
730981546V,0,25.0,0,0,27.32,4.0,100,0
200068430307,1,17.0,0,0,18.54,4.8,145,0
198013343207,0,36.0,0,0,27.32,5.7,130,0
199615870931,1,80.0,0,0,32.22,5.8,145,0
846337678V,0,4.0,0,0,19.07,5.8,130,0
200370518877,1,37.0,0,0,34.16,6.6,160,0
958060938V,0,60.0,1,0,46.45,6.6,200,1
198644423051,1,45.0,0,0,27.32,6.0,140,0
198708090351,1,38.0,0,0,25.94,6.0,130,0
200136341758,1,26.0,1,0,45.56,5.8,126,0
199405339756,0,39.0,0,0,22.05,6.1,100,0
199909238783,0,15.0,0,0,20.14,6.1,159,0
200384289087,0,11.0,0,0,24.62,6.2,159,0
199655968278,0,42.0,0,0,27.32,5.7,126,0
200156070925,0,17.0,0,0,27.72,6.6,85,0
894636567V,1,68.0,0,0,44.05,6.6,158,0
974020395V,0,42.0,0,0,27.32,6.1,85,0
198748847602,0,80.0,0,1,21.96,6.6,85,0
748821943V,0,15.0,0,0,17.99,3.5,158,0
964711557V,1,21.0,0,0,31.85,4.0,130,0
961235245V,1,25.0,0,0,27.32,3.5,159,0
822987044V,0,57.0,0,0,31.16,4.8,90,0
735379117V,1,57.0,0,0,28.19,4.8,160,0
198065590869,1,22.0,0,0,42.42,6.2,158,0
886254893V,1,25.0,0,0,27.8,5.0,80,0
767677260V,1,63.0,0,1,27.32,6.6,300,1
980002535V,1,44.0,0,0,25.37,4.0,160,0
878858228V,0,37.0,0,0,18.71,3.5,85,0
198297118978,1,53.0,0,0,27.35,6.0,155,0
200349266073,0,29.0,0,0,34.35,6.0,140,0
199787699151,1,44.0,0,0,27.32,4.5,100,0
198115788090,0,44.0,0,0,33.4,7.5,130,1
198240614096,1,71.0,0,0,28.27,4.5,80,0
199384383823,0,68.0,0,0,27.32,6.5,158,0
198674117462,0,43.0,0,0,36.65,5.0,158,0
917500721V,0,80.0,0,0,30.65,4.8,126,0
198907011964,0,36.0,0,0,23.38,3.5,100,0
199216351195,1,39.0,0,0,29.92,5.8,200,0
861467509V,0,12.0,0,0,17.4,6.0,159,0
717451192V,0,80.0,0,0,27.32,6.5,158,0
198086530208,1,78.0,1,1,25.86,5.0,200,0
200461808938,1,52.0,1,0,20.3,5.0,160,0
819527636V,0,41.0,0,0,35.74,5.0,126,0
198382628559,0,30.0,0,0,20.2,6.5,130,0
960445099V,0,79.0,0,0,27.32,6.2,140,0
991431397V,0,20.0,0,0,31.5,4.0,90,0
200267682477,1,2.0,0,0,17.36,6.1,100,0
863839070V,0,79.0,0,1,28.16,4.0,80,0
961709562V,0,39.0,0,0,20.08,4.5,130,0
199111868213,0,35.0,0,0,27.32,4.5,85,0
833649058V,1,60.0,0,0,22.4,6.6,158,0
889360668V,0,5.0,0,0,15.44,6.2,159,0
820321080V,1,72.0,0,0,27.72,6.6,300,1
198286791461,1,20.0,0,0,21.68,6.1,145,0
199795728108,1,75.0,0,0,27.32,6.0,140,0
830956779V,0,43.0,0,0,41.8,6.0,80,0
198172035349,0,40.0,0,0,34.61,3.5,160,0
199167556970,0,27.0,0,0,19.23,4.5,85,0
905840234V,0,80.0,0,0,27.32,8.8,240,1
198078513444,1,63.0,0,0,24.23,6.0,158,0
743975016V,1,0.56,0,0,15.3,5.8,130,0
817331585V,1,32.0,0,0,40.32,6.1,85,0
198633923181,1,42.0,0,0,27.32,4.5,126,0
914917524V,1,33.0,0,0,33.96,4.8,80,0
891733115V,1,69.0,0,1,27.32,4.8,145,0
916836420V,0,23.0,0,0,27.03,4.8,126,0
198158509821,0,63.0,0,0,22.15,6.2,85,0
199042028195,1,60.0,1,0,33.57,4.0,80,0
788826830V,0,26.0,0,0,22.2,6.0,140,0
198599511001,0,33.0,0,0,27.43,6.5,130,0
748533422V,0,21.0,0,0,38.26,5.0,140,0
198408171920,1,37.0,0,0,24.72,4.0,160,0
199206398966,0,61.0,0,0,40.96,9.0,145,1
715703814V,0,68.0,0,0,24.52,6.5,130,0
962177702V,0,44.0,0,0,22.88,6.0,160,0
199233810383,0,29.0,0,0,27.32,5.7,159,0
198005713359,0,39.0,0,0,27.32,6.6,90,0
997587354V,0,76.0,0,0,27.32,6.2,90,0
200027055887,0,50.0,0,0,22.46,5.0,126,0
199472980370,1,60.0,0,0,35.24,6.1,140,0
918884043V,0,2.0,0,0,15.03,6.6,160,0
198752623394,1,74.0,0,0,29.14,3.5,155,0
198188964180,0,49.0,0,0,27.32,4.8,80,0
831196423V,0,24.0,0,0,20.01,4.0,160,0
198753009208,0,68.0,0,0,22.14,4.8,155,0
199611708195,0,8.0,0,0,27.32,4.5,130,0
198067878490,1,30.0,0,0,27.32,6.2,159,0
199922662223,0,6.0,0,0,15.28,4.8,130,0
992088718V,0,34.0,0,0,24.08,5.8,80,0
199715631433,0,55.0,0,0,26.15,4.5,145,0
200422049715,0,16.0,0,0,26.79,6.5,85,0
728218431V,1,59.0,0,0,27.32,5.0,140,0
746872681V,1,45.0,0,0,21.95,6.0,155,0
710126341V,0,51.0,0,0,40.3,6.6,159,0
198957470447,0,39.0,0,0,21.88,5.7,90,0
927412813V,0,3.0,0,0,16.17,5.8,80,0
199865907239,0,40.0,0,0,27.32,6.2,158,0
863264644V,0,61.0,1,0,30.71,8.2,260,1
200001691151,1,42.0,0,0,27.32,6.0,159,0
903672754V,1,8.0,0,0,16.86,6.2,80,0
851253694V,1,3.0,0,0,17.68,4.5,85,0
199726828490,1,5.0,0,0,27.32,4.8,100,0
200383364746,0,62.0,0,0,27.92,6.5,155,0
885244120V,0,40.0,1,0,27.32,6.2,158,0
728035057V,0,30.0,0,0,22.01,6.5,159,0
780560743V,1,32.0,0,0,27.32,6.5,130,0
703057973V,0,24.0,0,0,24.99,6.2,159,0
199247782720,0,31.0,0,0,25.1,6.2,80,0
919332017V,1,77.0,0,0,44.48,6.0,220,1
199384664389,1,59.0,0,1,25.59,4.8,160,0
868024908V,0,45.0,0,0,24.31,6.6,85,0
974682290V,1,4.0,0,0,18.09,6.0,145,0
700975576V,0,28.0,0,0,33.37,6.2,155,0
750185540V,0,52.0,0,0,24.3,3.5,90,0
802161670V,1,26.0,0,0,27.32,6.1,140,0
199858129555,1,69.0,0,0,29.95,6.0,130,0
198700512773,0,29.0,0,0,26.39,3.5,145,0
960026145V,1,10.0,0,0,18.0,6.1,200,0
200159925931,0,13.0,0,0,27.32,6.5,145,0
901140663V,0,68.0,0,0,37.81,5.0,140,0
200478606097,0,30.0,0,0,24.41,5.7,90,0
982467207V,0,36.0,0,0,79.46,6.2,220,1
199283285772,1,29.0,0,0,30.59,5.8,200,0
198192314201,0,28.0,0,0,21.71,3.5,126,0
815892060V,1,0.8,0,0,13.5,5.7,200,0
200278141369,0,15.0,0,0,31.29,6.1,145,0
200532890615,0,62.0,0,0,28.2,6.1,160,0
759574153V,1,80.0,0,0,26.46,6.2,159,0
888345600V,0,51.0,0,0,35.27,8.8,140,1
200148169149,1,16.0,0,0,18.09,6.0,159,0
199304089886,0,64.0,0,0,27.32,6.5,200,0
198493710679,0,62.0,0,0,27.32,5.7,130,0
801970269V,0,44.0,0,0,36.39,6.6,80,0
199812390258,0,18.0,0,0,24.57,5.7,130,0
815026246V,1,41.0,0,0,26.42,6.6,200,0
782072577V,0,57.0,0,0,31.78,6.6,130,0
960560705V,0,38.0,0,0,46.27,6.5,140,0
929403426V,0,30.0,0,0,27.32,5.8,140,0
199267773910,0,32.0,0,0,21.45,6.2,126,0
912238394V,0,13.0,0,0,35.48,3.5,200,0
199813812270,1,41.0,0,0,24.96,4.5,145,0
198263562519,0,48.0,1,0,34.61,6.5,80,0
847288245V,0,14.0,0,0,19.89,6.2,158,0
198204397105,0,42.0,0,0,35.72,5.0,140,0
840327960V,0,52.0,0,0,27.32,3.5,130,0
200585363326,1,16.0,0,0,19.53,6.5,85,0
781974392V,0,33.0,0,0,32.31,5.0,159,0
861189086V,0,13.0,0,0,18.12,6.0,158,0
199185536016,0,37.0,1,0,27.32,5.7,85,0
200230054603,0,37.0,0,0,28.45,6.1,126,0
825465339V,0,0.64,0,0,18.05,6.0,155,0
199003704543,1,36.0,0,0,31.44,6.0,155,0
862268074V,1,23.0,0,0,22.23,3.5,145,0
938319844V,1,47.0,0,0,22.6,3.5,100,0
842564279V,0,59.0,0,0,27.32,3.5,130,0
199696645201,1,80.0,0,0,28.99,4.5,140,0
923176162V,1,25.0,0,0,27.32,4.5,80,0
815169096V,0,17.0,0,0,24.03,4.8,159,0
782535315V,0,80.0,0,0,27.32,6.1,90,0
991831250V,0,24.0,0,0,18.4,4.0,140,0
199514450374,0,12.0,0,0,27.32,6.6,90,0
936599149V,0,4.0,0,0,27.32,4.5,160,0
733893146V,1,75.0,0,0,22.43,7.0,160,1
200343279886,1,70.0,0,0,27.9,6.6,158,0
944559886V,0,31.0,0,0,27.14,3.5,85,0
199741573017,1,25.0,0,0,27.32,4.5,90,0
927504197V,1,46.0,0,0,27.32,6.2,158,0
907791159V,0,59.0,0,0,44.6,5.0,159,0
199939097301,1,16.0,0,0,27.32,5.7,100,0
200306520130,1,65.0,0,0,27.32,8.8,155,1
839607048V,1,49.0,0,0,27.32,6.0,159,0
917697014V,0,51.0,0,0,20.91,5.0,155,0
199597832142,1,17.0,0,0,21.9,4.0,200,0
200078287669,0,63.0,0,0,20.83,4.5,80,0
872250781V,0,48.0,0,0,33.66,5.0,158,0
958044942V,0,80.0,0,1,26.41,9.0,160,1
198358543545,1,4.0,0,0,18.06,6.1,159,0
199972974601,0,72.0,0,0,24.41,4.0,126,0
200402740376,0,36.0,0,0,27.32,4.5,160,0
198704507224,1,42.0,0,0,29.05,4.8,155,0
199447159910,0,33.0,1,0,30.12,4.5,130,0
198747261515,0,26.0,0,0,20.08,5.7,158,0
198076978137,0,44.0,0,0,32.93,6.0,140,0
198669405925,1,13.0,0,0,16.71,6.2,159,0
199603825636,0,1.56,0,0,16.4,6.5,130,0
200192621012,0,37.0,0,0,22.05,5.8,160,0
813904509V,0,36.0,0,0,30.6,4.0,85,0
198978224110,0,67.0,0,0,27.32,5.0,155,0
939990405V,0,71.0,0,0,27.32,6.6,140,0
198671682060,1,58.0,0,0,32.8,5.8,145,0
731079194V,1,48.0,0,0,26.08,6.5,159,0
961693951V,0,60.0,0,0,52.3,6.5,80,0
199566998993,1,29.0,1,0,27.32,6.6,100,0
829950130V,0,49.0,0,0,27.32,4.8,155,0
796772728V,1,40.0,0,0,27.32,3.5,130,0
200089491008,0,5.0,0,0,16.54,5.0,90,0
911358924V,1,22.0,0,0,25.0,5.8,126,0
839488497V,0,26.0,0,0,18.49,3.5,90,0
766682164V,0,25.0,0,0,27.07,5.7,140,0
975507780V,1,47.0,0,0,38.49,9.0,140,1
935134027V,0,20.0,0,0,27.32,6.0,126,0
199856852477,0,55.0,0,0,22.15,9.0,280,1
775853471V,0,34.0,0,0,21.02,3.5,100,0
198650859725,0,24.0,0,0,27.32,6.2,155,0
735156031V,0,21.0,0,0,30.69,6.6,145,0
785660520V,0,32.0,0,0,22.9,6.0,158,0
976744684V,1,20.0,0,0,31.87,3.5,155,0
870190552V,1,75.0,0,0,25.2,4.0,160,0
926367278V,0,58.0,0,0,33.78,5.7,160,0
965041832V,0,21.0,0,0,27.32,6.6,155,0
198133077937,1,80.0,0,0,27.32,5.7,155,0
981334443V,1,66.0,1,0,27.22,4.8,140,0
198119399928,1,69.0,0,1,27.32,4.5,158,0
750633611V,1,70.0,0,0,27.32,5.8,80,0
198792926570,0,9.0,0,0,15.58,6.0,130,0
704634958V,0,4.0,0,0,16.7,4.8,158,0
976620545V,1,0.32,0,0,13.6,5.0,155,0
749852314V,1,56.0,0,0,26.64,4.8,200,0
743337222V,0,47.0,0,0,27.32,3.5,160,0
199182001531,0,43.0,0,0,28.81,4.5,140,0
198135348275,1,45.0,0,0,29.66,5.7,200,0
200334371475,1,3.0,0,0,27.32,4.8,145,0
838142716V,0,62.0,0,0,28.12,4.5,130,0
920861727V,0,33.0,0,0,27.32,4.0,130,0
198269266290,1,48.0,0,0,42.18,6.6,158,0
198544031103,0,24.0,0,0,21.79,6.2,140,0
994746769V,1,80.0,1,1,29.23,3.5,80,0
806404325V,0,10.0,0,0,26.27,6.5,90,0
198369050713,1,21.0,0,0,23.62,3.5,85,0
198254482568,0,80.0,0,0,22.4,6.6,160,0
199816444936,0,57.0,1,0,23.89,6.0,160,0
198426233712,0,37.0,0,0,53.02,4.0,80,0
791297151V,1,44.0,0,0,27.32,4.5,200,0
866399534V,0,27.0,0,0,36.03,5.8,126,0
200559090039,0,62.0,1,0,30.21,6.0,300,1
198126934168,1,36.0,0,0,25.94,5.8,159,0
198092719187,0,30.0,0,0,32.83,6.1,126,0
990608418V,1,0.48,0,0,20.38,5.8,145,0
200060424911,0,36.0,0,0,22.9,5.7,145,0
962519757V,1,41.0,0,0,32.1,5.7,130,0
883041216V,0,42.0,0,0,29.01,5.0,100,0
843315628V,0,71.0,0,0,26.22,6.0,100,0
199708238651,0,34.0,0,0,24.8,4.8,158,0
754143752V,0,23.0,0,0,27.32,6.0,160,0
198681911993,0,69.0,0,0,22.65,6.0,200,1
198323903689,0,58.0,0,0,23.6,6.1,158,0
200348768645,1,60.0,1,0,28.01,6.1,90,0
200422597777,1,63.0,0,0,26.64,6.6,130,0
836165872V,1,25.0,0,0,33.1,5.7,200,0
198119355091,0,69.0,0,0,27.32,6.2,80,0
899641642V,1,75.0,0,0,28.94,6.1,159,1
845772903V,0,69.0,1,0,36.5,8.2,260,1
806712812V,0,42.0,0,0,19.82,4.5,155,0
199538890537,0,2.0,0,0,18.62,6.2,90,0
854757564V,0,35.0,0,0,19.6,6.2,155,0
850230370V,1,48.0,0,0,32.26,6.2,80,0
198565269971,0,45.0,0,0,25.28,5.0,126,0
199722549470,0,6.0,0,0,15.63,5.0,100,0
851961807V,1,62.0,0,0,25.83,4.0,145,0
867495530V,0,32.0,0,0,22.92,6.6,145,0
200267985288,0,25.0,0,0,27.32,6.1,126,0
971926349V,0,69.0,0,0,35.9,7.0,240,1
199999601162,1,47.0,0,0,31.13,6.5,200,0
200507247467,0,28.0,0,0,27.32,6.1,90,0
789653436V,0,20.0,0,0,22.32,3.5,100,0
812135535V,1,0.64,0,0,16.53,4.0,158,0
199285076506,0,75.0,0,0,27.32,5.0,85,0
198420655674,0,62.0,0,0,27.32,6.2,158,0
198112787863,0,53.0,0,0,26.72,6.5,160,0
844671290V,1,29.0,0,0,25.95,4.8,85,0
199871628922,1,56.0,0,0,31.75,5.7,90,0
198333304521,1,40.0,0,0,27.32,9.0,300,1
200588176993,1,6.0,0,0,16.98,6.1,200,0
198094745463,0,80.0,0,0,26.0,6.1,140,0
979085468V,0,13.0,0,0,22.51,6.1,126,0
199059773372,1,80.0,0,0,23.46,5.7,140,0
200272799941,0,80.0,0,1,29.24,6.6,200,0
200573859586,1,42.0,0,0,31.28,8.2,140,1
880133508V,1,22.0,0,0,27.32,5.0,158,0
199581892722,1,56.0,1,0,27.02,4.8,140,0
821347137V,1,59.0,0,0,27.32,4.5,200,0
199563115897,1,71.0,0,0,24.17,5.7,126,0
781619873V,0,12.0,0,0,24.04,6.1,159,0
199280088038,0,52.0,0,0,44.0,5.7,85,0
198056022871,0,47.0,0,0,27.32,3.5,159,0
932500593V,0,46.0,0,0,27.32,5.8,200,0
975990350V,0,53.0,1,0,27.32,6.5,200,0
200354321879,0,64.0,0,0,24.05,3.5,140,0
199595262935,0,62.0,0,0,27.92,4.0,90,0
200233663786,0,8.0,0,0,26.81,4.8,100,0
950619258V,0,21.0,0,0,26.57,6.5,159,0
785598547V,0,7.0,0,0,21.23,5.8,159,0
200192534220,1,80.0,1,0,24.31,6.1,155,0
765313267V,1,79.0,0,0,22.08,5.8,80,0
200522401616,0,14.0,0,0,21.2,5.0,159,0
747169638V,1,73.0,0,0,31.86,6.0,159,0
914485935V,1,10.0,0,0,18.18,5.8,158,0
886844776V,1,63.0,0,0,27.52,3.5,159,0
199565158700,0,48.0,0,0,26.0,5.8,130,0
199412737277,0,19.0,0,0,25.03,3.5,155,0
200320960789,0,6.0,0,0,27.32,4.0,85,0
199015349921,0,42.0,0,0,26.59,3.5,126,0
715343149V,0,22.0,0,0,35.7,3.5,140,0
199295308496,0,48.0,0,0,21.04,6.0,160,0
995515455V,0,61.0,0,0,26.7,6.0,155,0
198868930157,0,26.0,0,0,27.32,6.6,155,0
962063618V,0,29.0,0,0,24.3,5.8,200,0
961879237V,1,18.0,0,0,19.32,4.0,155,0
198565025073,0,32.0,0,0,27.32,6.0,158,0
198895671875,0,24.0,0,0,27.32,5.7,80,0
198926844177,0,23.0,0,0,21.9,6.1,160,0
756236566V,0,67.0,0,1,27.32,5.7,100,0
198822652006,0,42.0,0,0,28.32,5.7,158,0
199043579950,0,29.0,0,0,43.57,4.5,145,0
890352259V,0,47.0,0,0,41.04,4.5,160,0
811112686V,0,20.0,0,0,29.66,5.7,160,0
199646004842,1,63.0,1,0,29.7,6.6,100,0
198182912251,0,14.0,0,0,27.32,4.0,130,0
199423924572,0,2.0,0,0,18.68,6.0,200,0
198373545840,0,49.0,0,0,27.32,6.2,200,0
198527171509,1,61.0,0,0,27.34,6.1,126,0
199962505997,0,27.0,0,0,26.07,6.1,126,0
722000726V,0,39.0,0,0,20.78,5.7,160,0
199895816171,0,37.0,0,0,20.91,6.6,159,0
871417054V,0,80.0,0,0,27.32,6.0,140,0
755028126V,0,17.0,0,0,27.32,6.0,145,0
922815012V,0,72.0,0,0,26.79,6.0,155,0
200476920143,1,56.0,0,0,34.4,5.7,90,0
199390874952,0,66.0,0,0,27.32,6.8,260,1
198965082220,0,71.0,0,0,32.0,5.8,155,1
200366893429,0,50.0,0,0,28.18,6.6,155,1
797620514V,0,56.0,0,0,24.0,5.7,130,0
762408983V,1,58.0,0,0,27.32,4.8,130,0
744315586V,0,74.0,0,0,27.32,4.0,160,0
960232935V,1,50.0,0,0,25.38,6.0,140,0
892904414V,0,49.0,0,0,25.2,5.7,126,0
733683829V,1,54.0,0,0,27.32,6.5,130,0
200110490489,0,65.0,0,0,34.77,4.0,140,0
755479381V,1,18.0,0,0,27.32,3.5,159,0
933698522V,1,44.0,0,0,29.4,6.2,90,0
998572119V,0,40.0,0,0,33.95,6.5,100,0
200375200439,0,13.0,0,0,16.4,4.0,158,0
714496079V,1,2.0,0,0,27.32,4.8,80,0
199008279732,0,80.0,0,0,27.32,4.0,80,0
199224897997,0,55.0,1,0,34.05,5.8,159,0
991917337V,0,57.0,0,0,29.33,3.5,126,0
837459863V,0,28.0,0,0,26.21,6.6,200,0
199427842572,0,46.0,0,0,27.32,3.5,200,0
704825078V,0,25.0,0,0,32.82,6.2,158,0
771712668V,0,63.0,0,0,37.79,9.0,300,1
957163272V,1,52.0,0,0,43.59,5.8,159,0
199634797883,1,20.0,0,0,27.32,6.0,90,0
199986614493,1,67.0,0,0,22.36,6.6,80,0
799404039V,1,59.0,0,0,27.32,4.0,200,0
943072973V,0,21.0,0,0,27.32,6.1,158,0
943009547V,1,18.0,0,0,25.7,4.5,145,0
200542130010,1,40.0,0,0,27.85,5.8,80,0
200274887772,0,49.0,0,0,34.82,4.8,100,0
843850396V,1,14.0,0,0,17.71,3.5,80,0
199828413496,1,30.0,0,0,33.41,6.5,159,0
200383828635,0,10.0,0,0,30.49,6.0,155,0
199140686089,0,42.0,0,0,34.43,6.5,80,0
200557619672,0,36.0,0,0,22.76,6.5,100,0
200197049901,1,30.0,0,0,28.26,6.0,158,0
198106837261,0,55.0,0,0,23.62,4.0,158,0
759396065V,0,57.0,0,0,35.57,5.0,100,0
200445536424,0,55.0,0,0,27.32,6.2,159,0
836201757V,1,14.0,0,0,27.32,5.0,159,0
199183268891,1,80.0,0,1,23.48,3.5,100,0
947587113V,1,7.0,0,0,15.58,6.2,85,0
890640290V,0,6.0,0,0,18.51,6.6,155,0
951062636V,0,17.0,0,0,19.26,6.6,140,0
724331173V,1,12.0,0,0,18.87,6.1,90,0
892821454V,1,27.0,0,0,27.08,6.5,100,0
199981158866,0,62.0,0,0,23.97,6.2,90,0
965752936V,1,27.0,0,0,25.36,5.0,130,0
199598940003,0,29.0,0,0,27.32,5.0,140,0
895147571V,1,39.0,0,0,27.32,6.2,85,0
922726088V,0,28.0,0,0,33.3,5.0,140,0
757764109V,1,53.0,0,0,27.79,5.0,80,0
805616842V,0,18.0,0,0,31.28,6.1,90,0
198735296167,0,80.0,0,0,27.32,3.5,145,0
782961321V,0,56.0,0,0,27.32,6.1,220,1
200348421810,0,10.0,0,0,25.87,3.5,130,0
198745948198,0,44.0,0,0,28.15,6.2,159,0
831742478V,1,55.0,0,0,35.87,4.5,80,0
200166010966,0,61.0,0,0,27.32,6.0,155,0
198695318170,0,59.0,0,0,27.32,6.2,200,0
763863532V,1,22.0,0,0,27.32,5.0,85,0
903512787V,1,75.0,0,0,27.32,6.8,300,1
784910457V,1,76.0,0,0,32.83,6.0,140,0
199366468559,0,32.0,0,0,39.5,4.0,130,0
867392918V,0,28.0,0,0,44.72,6.1,145,0
198081925370,1,1.0,0,0,15.82,5.0,85,0
870993719V,1,17.0,0,0,19.66,5.7,159,0
199596139313,0,68.0,0,0,28.12,9.0,140,1
198748272785,0,1.48,0,0,27.32,4.5,140,0
837467354V,1,1.0,0,0,27.32,5.7,126,0
821603676V,1,7.0,0,0,18.19,6.2,85,0
950373095V,0,73.0,0,0,33.1,6.6,130,1
856384585V,1,43.0,0,0,33.86,6.0,200,0
766679405V,0,50.0,0,0,30.2,4.5,140,0
887673278V,0,68.0,0,0,27.32,5.0,130,0
200344723139,0,80.0,0,0,27.32,5.8,155,0
199022958925,0,58.0,0,0,27.32,5.8,145,0
200487556910,0,36.0,0,0,26.46,5.8,200,0
200584187658,1,57.0,0,0,25.94,4.0,130,0
991806172V,1,15.0,0,0,27.32,6.5,200,0
198884903649,1,15.0,0,0,24.32,6.1,220,1
758975614V,1,41.0,0,0,23.51,6.6,140,0
718026438V,0,80.0,0,0,21.36,4.8,130,0
986249615V,1,28.0,0,0,27.32,6.6,160,0
960175306V,1,51.0,0,0,27.32,4.0,200,0
794697710V,0,36.0,0,0,27.46,6.5,90,0
200074414608,1,17.0,0,0,29.01,3.5,90,0
833553659V,1,38.0,0,0,27.32,6.0,85,0
803844921V,0,21.0,0,0,23.12,4.8,158,0
199750583587,1,43.0,0,0,26.83,4.5,126,0
848444338V,1,62.0,0,0,27.32,6.0,80,0
198783561283,0,53.0,0,0,38.45,6.6,80,0
198318568699,0,38.0,0,0,35.73,6.1,158,0
779305667V,1,3.0,0,0,27.32,5.7,145,0
200064756521,0,68.0,0,0,27.9,6.8,240,1
198242516999,0,37.0,0,0,22.21,5.0,130,0
198961924579,0,56.0,0,0,25.25,5.8,155,0
933090843V,1,23.0,0,0,30.67,5.8,145,0
199050457957,1,43.0,0,0,31.6,5.8,90,0
199391030422,1,14.0,0,0,13.57,5.8,90,0
921899635V,1,52.0,0,0,27.32,6.5,100,0
962186560V,0,60.0,0,0,37.66,5.8,159,0
199630884800,0,59.0,0,0,37.94,6.0,260,1
200052256592,0,35.0,0,0,30.15,6.2,158,0
200378231277,0,62.0,0,0,21.82,4.0,145,0
199933712682,0,36.0,0,0,31.4,5.7,145,0
994426224V,0,32.0,0,0,19.84,6.1,130,0
199073912400,1,43.0,0,0,27.32,6.2,155,0
200318618679,1,36.0,0,0,27.32,5.8,100,0
200376267249,0,26.0,0,0,27.32,6.2,159,0
745659977V,0,25.0,0,0,38.1,6.0,100,0
746535698V,0,60.0,0,0,29.09,6.0,90,0
917436498V,1,58.0,1,1,30.02,5.8,126,1
199062769837,0,20.0,0,0,20.07,3.5,160,0
198754330629,0,24.0,1,0,45.43,4.8,145,0
902136365V,0,32.0,0,0,19.06,6.6,140,0
967547875V,1,23.0,0,0,23.77,4.5,90,0
199741839001,1,59.0,0,0,27.32,4.5,100,0
876501573V,1,79.0,0,0,27.32,4.8,160,0
